sex,year,age,country,SUM_suicides_no,SUM_population,SUM_suicides_per100k_pop
male,2009,15-24 years,Denmark,24,340143,7.06
male,2009,15-24 years,Fiji,3,80908,3.71
male,2009,15-24 years,Finland,89,336510,26.45
male,2009,15-24 years,France,404,3953357,10.22
male,2009,15-24 years,Germany,443,4760066,9.31
male,2009,15-24 years,Greece,17,626013,2.72
male,2009,15-24 years,Guatemala,118,1500901,7.86
male,2009,15-24 years,Hungary,111,641509,17.3
male,2009,15-24 years,Iceland,2,23991,8.34
male,2009,15-24 years,Ireland,70,290474,24.1
male,2009,15-24 years,Israel,48,597179,8.04
male,2009,15-24 years,Italy,144,3121458,4.61
male,2009,15-24 years,Japan,1326,6514000,20.36
male,2009,15-24 years,Kuwait,4,262196,1.53
male,2009,15-24 years,Malta,3,29462,10.18
male,2009,15-24 years,Mauritius,16,99793,16.03
male,2009,15-24 years,Mexico,1032,11057116,9.33
male,2009,15-24 years,Montenegro,3,48709,6.16
male,2009,15-24 years,Netherlands,77,1025904,7.51
male,2009,15-24 years,New Zealand,94,320230,29.35
male,2009,15-24 years,Norway,51,317853,16.05
male,2009,15-24 years,Oman,3,372207,0.81
male,2009,15-24 years,Panama,29,317792,9.13
male,2009,15-24 years,Paraguay,73,647674,11.27
male,2009,15-24 years,Philippines,475,9146246,5.19
male,2009,15-24 years,Poland,608,2851473,21.32
male,2009,15-24 years,Portugal,41,597960,6.86
male,2009,15-24 years,Puerto Rico,25,291774,8.57
male,2009,15-24 years,Qatar,8,194348,4.12
male,2009,15-24 years,Republic of Korea,549,3472834,15.81
male,2009,15-24 years,Romania,163,1556450,10.47
male,2009,15-24 years,Russian Federation,4632,10819693,42.81
male,2009,15-24 years,Serbia,38,464633,8.18
male,2009,15-24 years,Seychelles,0,8119,0
male,2009,15-24 years,Singapore,21,254400,8.25
male,2009,15-24 years,Slovakia,40,408014,9.8
male,2009,15-24 years,Slovenia,18,125503,14.34
male,2009,15-24 years,South Africa,77,5166324,1.49
male,2009,15-24 years,Spain,139,2527370,5.5
male,2009,15-24 years,Sweden,91,632027,14.4
male,2009,15-24 years,Switzerland,75,470230,15.95
male,2009,15-24 years,Thailand,369,4914657,7.51
male,2009,15-24 years,Trinidad and Tobago,25,115721,21.6
male,2009,15-24 years,Turkey,139,6380792,2.18
male,2009,15-24 years,Turkmenistan,47,551843,8.52
male,2009,15-24 years,United Arab Emirates,15,780955,1.92
male,2009,15-24 years,United Kingdom,332,4210903,7.88
male,2009,15-24 years,United States,3595,22343137,16.09
male,2009,15-24 years,Uruguay,64,260287,24.59
male,2009,15-24 years,Uzbekistan,242,3176656,7.62
male,2009,25-34 years,Argentina,504,3210244,15.7
male,2009,25-34 years,Aruba,1,5729,17.46
male,2009,25-34 years,Australia,336,1567118,21.44
male,2009,25-34 years,Belgium,181,694716,26.05
male,2009,25-34 years,Brazil,1838,16753314,10.97
male,2009,25-34 years,Bulgaria,60,575940,10.42
male,2009,25-34 years,Canada,437,2325144,18.79
male,2009,25-34 years,Chile,362,1273220,28.43
male,2009,25-34 years,Colombia,426,3715402,11.47
male,2009,25-34 years,Cuba,122,726718,16.79
male,2009,25-34 years,Denmark,36,335963,10.72
male,2009,25-34 years,Fiji,5,71729,6.97
male,2009,25-34 years,Finland,121,348421,34.73
male,2009,25-34 years,France,827,3838456,21.55
male,2009,25-34 years,Germany,637,4909814,12.97
male,2009,25-34 years,Greece,56,863841,6.48
male,2009,25-34 years,Guatemala,82,1033623,7.93
male,2009,25-34 years,Hungary,188,802616,23.42
male,2009,25-34 years,Iceland,6,24715,24.28
male,2009,25-34 years,Ireland,112,390586,28.67
male,2009,25-34 years,Israel,67,557283,12.02
male,2009,25-34 years,Italy,332,3939821,8.43
male,2009,25-34 years,Japan,2657,7987000,33.27
male,2009,25-34 years,Kuwait,14,635172,2.2
male,2009,25-34 years,Malta,9,31502,28.57
male,2009,25-34 years,Mauritius,20,99119,20.18
male,2009,25-34 years,Mexico,985,9636154,10.22
male,2009,25-34 years,Montenegro,1,47403,2.11
male,2009,25-34 years,Netherlands,115,1003333,11.46
male,2009,25-34 years,New Zealand,64,267390,23.94
male,2009,25-34 years,Norway,64,317068,20.18
male,2009,25-34 years,Oman,7,429691,1.63
male,2009,25-34 years,Panama,44,289198,15.21
male,2009,25-34 years,Paraguay,43,486170,8.84
male,2009,25-34 years,Philippines,383,7144648,5.36
male,2009,25-34 years,Poland,784,3173718,24.7
male,2009,25-34 years,Portugal,74,752496,9.83
male,2009,25-34 years,Puerto Rico,51,263724,19.34
male,2009,25-34 years,Qatar,16,399923,4
male,2009,25-34 years,Republic of Korea,1260,4022361,31.32
male,2009,25-34 years,Romania,275,1744278,15.77
male,2009,25-34 years,Russian Federation,7233,11373727,63.59
male,2009,25-34 years,Serbia,85,520754,16.32
male,2009,25-34 years,Seychelles,0,8495,0
male,2009,25-34 years,Singapore,41,274700,14.93
male,2009,25-34 years,Slovakia,65,473483,13.73
male,2009,25-34 years,Slovenia,43,162292,26.5
male,2009,25-34 years,South Africa,80,4482123,1.78
male,2009,25-34 years,Spain,344,3882169,8.86
male,2009,25-34 years,Sweden,111,588185,18.87
male,2009,25-34 years,Switzerland,72,512293,14.05
male,2009,25-34 years,Thailand,707,5357432,13.2
male,2009,25-34 years,Trinidad and Tobago,27,114143,23.65
male,2009,25-34 years,Turkey,189,6272520,3.01
male,2009,25-34 years,Turkmenistan,28,409223,6.84
male,2009,25-34 years,United Arab Emirates,52,2097782,2.48
male,2009,25-34 years,United Kingdom,564,4047103,13.94
male,2009,25-34 years,United States,4293,20205941,21.25
male,2009,25-34 years,Uruguay,79,238754,33.09
male,2009,25-34 years,Uzbekistan,252,2295850,10.98
male,2009,35-54 years,Argentina,542,4566645,11.87
male,2009,35-54 years,Aruba,2,15734,12.71
male,2009,35-54 years,Australia,755,3051649,24.74
male,2009,35-54 years,Belgium,645,1576175,40.92
male,2009,35-54 years,Brazil,2737,24035191,11.39
male,2009,35-54 years,Bulgaria,211,1058524,19.93
male,2009,35-54 years,Canada,1328,5085328,26.11
male,2009,35-54 years,Chile,613,2304506,26.6
male,2009,35-54 years,Colombia,517,5552239,9.31
male,2009,35-54 years,Cuba,428,1884290,22.71
male,2009,35-54 years,Denmark,186,790578,23.53
male,2009,35-54 years,Fiji,8,105083,7.61
male,2009,35-54 years,Finland,293,724700,40.43
male,2009,35-54 years,France,3124,8526689,36.64
male,2009,35-54 years,Germany,2628,12872657,20.42
male,2009,35-54 years,Greece,130,1670385,7.78
male,2009,35-54 years,Guatemala,109,1019866,10.69
male,2009,35-54 years,Hungary,773,1356600,56.98
male,2009,35-54 years,Iceland,10,44805,22.32
male,2009,35-54 years,Ireland,158,611460,25.84
male,2009,35-54 years,Israel,91,836965,10.87
male,2009,35-54 years,Italy,1058,9147783,11.57
male,2009,35-54 years,Japan,7799,16796000,46.43
male,2009,35-54 years,Kuwait,22,747742,2.94
male,2009,35-54 years,Malta,10,56425,17.72
male,2009,35-54 years,Mauritius,46,179965,25.56
male,2009,35-54 years,Mexico,1271,12663131,10.04
male,2009,35-54 years,Montenegro,34,84584,40.2
male,2009,35-54 years,Netherlands,484,2493610,19.41
male,2009,35-54 years,New Zealand,144,591800,24.33
male,2009,35-54 years,Norway,153,702700,21.77
male,2009,35-54 years,Oman,1,418960,0.24
male,2009,35-54 years,Panama,42,428945,9.79
male,2009,35-54 years,Paraguay,53,604066,8.77
male,2009,35-54 years,Philippines,468,9849908,4.75
male,2009,35-54 years,Poland,2343,5232406,44.78
male,2009,35-54 years,Portugal,235,1490036,15.77
male,2009,35-54 years,Puerto Rico,111,451905,24.56
male,2009,35-54 years,Qatar,15,442932,3.39
male,2009,35-54 years,Republic of Korea,4048,8621339,46.95
male,2009,35-54 years,Romania,940,3031317,31.01
male,2009,35-54 years,Russian Federation,11721,19901557,58.89
male,2009,35-54 years,Serbia,328,994315,32.99
male,2009,35-54 years,Seychelles,3,13762,21.8
male,2009,35-54 years,Singapore,99,623400,15.88
male,2009,35-54 years,Slovakia,242,774112,31.26
male,2009,35-54 years,Slovenia,134,316752,42.3
male,2009,35-54 years,South Africa,79,5245122,1.51
male,2009,35-54 years,Spain,945,7078821,13.35
male,2009,35-54 years,Sweden,313,1266615,24.71
male,2009,35-54 years,Switzerland,311,1204496,25.82
male,2009,35-54 years,Thailand,1172,9681789,12.11
male,2009,35-54 years,Trinidad and Tobago,38,180029,21.11
male,2009,35-54 years,Turkey,287,9160329,3.13
male,2009,35-54 years,Turkmenistan,33,546900,6.03
male,2009,35-54 years,United Arab Emirates,39,2094463,1.86
male,2009,35-54 years,United Kingdom,1542,8582671,17.97
male,2009,35-54 years,United States,11613,42932194,27.05
male,2009,35-54 years,Uruguay,107,401900,26.62
male,2009,35-54 years,Uzbekistan,404,3072025,13.15
male,2009,05-14 years,Argentina,34,3553154,0.96
male,2009,05-14 years,Aruba,0,7420,0
male,2009,05-14 years,Australia,0,1417269,0
male,2009,05-14 years,Belgium,4,613184,0.65
male,2009,05-14 years,Brazil,62,17421892,0.36
male,2009,05-14 years,Bulgaria,1,338266,0.3
male,2009,05-14 years,Canada,13,1937420,0.67
male,2009,05-14 years,Chile,15,1324547,1.13
male,2009,05-14 years,Colombia,54,4196033,1.29
male,2009,05-14 years,Cuba,1,718727,0.14
male,2009,05-14 years,Denmark,2,347259,0.58
male,2009,05-14 years,Fiji,0,83083,0
male,2009,05-14 years,Finland,0,302997,0
male,2009,05-14 years,France,26,3922145,0.66
male,2009,05-14 years,Germany,12,3925018,0.31
male,2009,05-14 years,Greece,0,543425,0
male,2009,05-14 years,Guatemala,7,1919024,0.36
male,2009,05-14 years,Hungary,3,511177,0.59
male,2009,05-14 years,Iceland,0,22143,0
male,2009,05-14 years,Ireland,3,305241,0.98
male,2009,05-14 years,Israel,4,683070,0.59
male,2009,05-14 years,Italy,6,2886464,0.21
male,2009,05-14 years,Japan,34,5914000,0.57
male,2009,05-14 years,Kuwait,0,231825,0
male,2009,05-14 years,Malta,0,22744,0
male,2009,05-14 years,Mauritius,1,99208,1.01
male,2009,05-14 years,Mexico,109,11979752,0.91
male,2009,05-14 years,Montenegro,1,42803,2.34
male,2009,05-14 years,Netherlands,6,1017952,0.59
male,2009,05-14 years,New Zealand,6,300000,2
male,2009,05-14 years,Norway,1,314371,0.32
male,2009,05-14 years,Oman,0,248322,0
male,2009,05-14 years,Panama,3,350210,0.86
male,2009,05-14 years,Paraguay,5,695155,0.72
male,2009,05-14 years,Philippines,22,10758565,0.2
male,2009,05-14 years,Poland,25,1992140,1.25
male,2009,05-14 years,Portugal,1,567117,0.18
male,2009,05-14 years,Puerto Rico,1,280317,0.36
male,2009,05-14 years,Qatar,0,68172,0
male,2009,05-14 years,Republic of Korea,39,3199206,1.22
male,2009,05-14 years,Romania,14,1111827,1.26
male,2009,05-14 years,Russian Federation,166,6869835,2.42
male,2009,05-14 years,Serbia,1,391205,0.26
male,2009,05-14 years,Seychelles,0,7017,0
male,2009,05-14 years,Singapore,2,241200,0.83
male,2009,05-14 years,Slovakia,0,285623,0
male,2009,05-14 years,Slovenia,0,95410,0
male,2009,05-14 years,South Africa,6,5162677,0.12
male,2009,05-14 years,Spain,7,2247483,0.31
male,2009,05-14 years,Sweden,3,514747,0.58
male,2009,05-14 years,Switzerland,3,412300,0.73
male,2009,05-14 years,Thailand,20,4588799,0.44
male,2009,05-14 years,Trinidad and Tobago,1,90312,1.11
male,2009,05-14 years,Turkey,23,6542691,0.35
male,2009,05-14 years,Turkmenistan,8,490138,1.63
male,2009,05-14 years,United Arab Emirates,0,332784,0
male,2009,05-14 years,United Kingdom,4,3591283,0.11
male,2009,05-14 years,United States,175,21139852,0.83
male,2009,05-14 years,Uruguay,0,263516,0
male,2009,05-14 years,Uzbekistan,37,2805898,1.32
male,2009,55-74 years,Argentina,434,2683502,16.17
male,2009,55-74 years,Aruba,1,8291,12.06
male,2009,55-74 years,Australia,349,1991883,17.52
male,2009,55-74 years,Belgium,366,1075825,34.02
male,2009,55-74 years,Brazil,1271,10398573,12.22
male,2009,55-74 years,Bulgaria,241,799938,30.13
male,2009,55-74 years,Canada,680,3216246,21.14
male,2009,55-74 years,Chile,316,1116278,28.31
male,2009,55-74 years,Colombia,252,2226378,11.32
male,2009,55-74 years,Cuba,318,950445,33.46
male,2009,55-74 years,Denmark,165,604423,27.3
male,2009,55-74 years,Fiji,3,43403,6.91
male,2009,55-74 years,Finland,201,604904,33.23
male,2009,55-74 years,France,2033,6081994,33.43
male,2009,55-74 years,Germany,2277,9307706,24.46
male,2009,55-74 years,Greece,81,1157880,7
male,2009,55-74 years,Guatemala,38,448004,8.48
male,2009,55-74 years,Hungary,612,961155,63.67
male,2009,55-74 years,Iceland,10,26267,38.07
male,2009,55-74 years,Ireland,74,358381,20.65
male,2009,55-74 years,Israel,77,499108,15.43
male,2009,55-74 years,Italy,938,6434262,14.58
male,2009,55-74 years,Japan,7983,16224000,49.2
male,2009,55-74 years,Kuwait,0,113405,0
male,2009,55-74 years,Malta,9,45352,19.84
male,2009,55-74 years,Mauritius,8,82341,9.72
male,2009,55-74 years,Mexico,497,5132854,9.68
male,2009,55-74 years,Montenegro,23,54561,42.15
male,2009,55-74 years,Netherlands,290,1737021,16.7
male,2009,55-74 years,New Zealand,61,376390,16.21
male,2009,55-74 years,Norway,111,468346,23.7
male,2009,55-74 years,Oman,0,90567,0
male,2009,55-74 years,Panama,27,182355,14.81
male,2009,55-74 years,Paraguay,32,279099,11.47
male,2009,55-74 years,Philippines,171,3542917,4.83
male,2009,55-74 years,Poland,1501,3393358,44.23
male,2009,55-74 years,Portugal,250,1050939,23.79
male,2009,55-74 years,Puerto Rico,82,292914,27.99
male,2009,55-74 years,Qatar,2,45092,4.44
male,2009,55-74 years,Republic of Korea,3025,3806592,79.47
male,2009,55-74 years,Romania,646,1946544,33.19
male,2009,55-74 years,Russian Federation,5637,10645241,52.95
male,2009,55-74 years,Serbia,341,795140,42.89
male,2009,55-74 years,Seychelles,1,4543,22.01
male,2009,55-74 years,Singapore,50,299900,16.67
male,2009,55-74 years,Slovakia,161,457071,35.22
male,2009,55-74 years,Slovenia,117,211765,55.25
male,2009,55-74 years,South Africa,34,2011938,1.69
male,2009,55-74 years,Spain,714,4165673,17.14
male,2009,55-74 years,Sweden,261,1029075,25.36
male,2009,55-74 years,Switzerland,242,780927,30.99
male,2009,55-74 years,Thailand,542,3927105,13.8
male,2009,55-74 years,Trinidad and Tobago,13,90729,14.33
male,2009,55-74 years,Turkey,130,3897113,3.34
male,2009,55-74 years,Turkmenistan,7,171156,4.09
male,2009,55-74 years,United Arab Emirates,3,161132,1.86
male,2009,55-74 years,United Kingdom,676,6096376,11.09
male,2009,55-74 years,United States,6851,26664733,25.69
male,2009,55-74 years,Uruguay,99,253331,39.08
male,2009,55-74 years,Uzbekistan,81,985960,8.22
male,2009,75+ years,Argentina,177,653486,27.09
male,2009,75+ years,Aruba,0,1387,0
male,2009,75+ years,Australia,135,566784,23.82
male,2009,75+ years,Belgium,173,349801,49.46
male,2009,75+ years,Brazil,295,1803127,16.36
male,2009,75+ years,Bulgaria,120,222390,53.96
male,2009,75+ years,Canada,182,893202,20.38
male,2009,75+ years,Chile,88,234780,37.48
male,2009,75+ years,Colombia,72,405866,17.74
male,2009,75+ years,Cuba,210,255440,82.21
male,2009,75+ years,Denmark,64,150153,42.62
male,2009,75+ years,Fiji,0,4522,0
male,2009,75+ years,Finland,57,149329,38.17
male,2009,75+ years,France,1351,2035007,66.39
male,2009,75+ years,Germany,1209,2599960,46.5
male,2009,75+ years,Greece,49,434778,11.27
male,2009,75+ years,Guatemala,12,108534,11.06
male,2009,75+ years,Hungary,214,236367,90.54
male,2009,75+ years,Iceland,1,7788,12.84
male,2009,75+ years,Ireland,5,86239,5.8
male,2009,75+ years,Israel,23,141368,16.27
male,2009,75+ years,Italy,615,2229662,27.58
male,2009,75+ years,Japan,2216,5174000,42.83
male,2009,75+ years,Kuwait,0,7263,0
male,2009,75+ years,Malta,2,9840,20.33
male,2009,75+ years,Mauritius,1,13141,7.61
male,2009,75+ years,Mexico,163,1144924,14.24
male,2009,75+ years,Montenegro,15,12568,119.35
male,2009,75+ years,Netherlands,96,427097,22.48
male,2009,75+ years,New Zealand,25,104540,23.91
male,2009,75+ years,Norway,36,136204,26.43
male,2009,75+ years,Oman,2,10803,18.51
male,2009,75+ years,Panama,4,43998,9.09
male,2009,75+ years,Paraguay,7,53377,13.11
male,2009,75+ years,Philippines,30,435025,6.9
male,2009,75+ years,Poland,270,788583,34.24
male,2009,75+ years,Portugal,202,341119,59.22
male,2009,75+ years,Puerto Rico,31,85763,36.15
male,2009,75+ years,Qatar,0,1779,0
male,2009,75+ years,Republic of Korea,1006,578635,173.86
male,2009,75+ years,Romania,159,512470,31.03
male,2009,75+ years,Russian Federation,1534,2012787,76.21
male,2009,75+ years,Serbia,204,212060,96.2
male,2009,75+ years,Seychelles,0,1025,0
male,2009,75+ years,Singapore,22,50400,43.65
male,2009,75+ years,Slovakia,35,93229,37.54
male,2009,75+ years,Slovenia,38,48622,78.15
male,2009,75+ years,South Africa,4,249921,1.6
male,2009,75+ years,Spain,517,1514292,34.14
male,2009,75+ years,Sweden,109,316812,34.41
male,2009,75+ years,Switzerland,124,233232,53.17
male,2009,75+ years,Thailand,116,755613,15.35
male,2009,75+ years,Trinidad and Tobago,3,14407,20.82
male,2009,75+ years,Turkey,33,806623,4.09
male,2009,75+ years,Turkmenistan,2,28728,6.96
male,2009,75+ years,United Arab Emirates,0,10292,0
male,2009,75+ years,United Kingdom,195,1911370,10.2
male,2009,75+ years,United States,2552,7168575,35.6
male,2009,75+ years,Uruguay,59,76759,76.86
male,2009,75+ years,Uzbekistan,7,192006,3.65
male,2010,15-24 years,Argentina,683,3455127,19.77
male,2010,15-24 years,Aruba,0,6437,0
male,2010,15-24 years,Australia,222,1618860,13.71
male,2010,15-24 years,Belgium,98,663725,14.77
male,2010,15-24 years,Brazil,1288,17726866,7.27
male,2010,15-24 years,Bulgaria,35,467481,7.49
male,2010,15-24 years,Canada,371,2357806,15.73
male,2010,15-24 years,Chile,315,1442868,21.83
male,2010,15-24 years,Colombia,480,4274849,11.23
male,2010,15-24 years,Cuba,67,817305,8.2
male,2010,15-24 years,Denmark,17,349175,4.87
male,2010,15-24 years,Finland,105,336807,31.18
male,2010,15-24 years,France,385,3937209,9.78
male,2010,15-24 years,Germany,474,4702588,10.08
male,2010,15-24 years,Greece,15,612178,2.45
male,2010,15-24 years,Guatemala,91,1542758,5.9
male,2010,15-24 years,Hungary,77,635049,12.13
male,2010,15-24 years,Iceland,6,23905,25.1
male,2010,15-24 years,Ireland,67,301996,22.19
male,2010,15-24 years,Israel,63,600681,10.49
male,2010,15-24 years,Italy,144,3116429,4.62
male,2010,15-24 years,Japan,1315,6324856,20.79
male,2010,15-24 years,Kuwait,1,254945,0.39
male,2010,15-24 years,Maldives,1,50279,1.99
male,2010,15-24 years,Malta,3,29208,10.27
male,2010,15-24 years,Mauritius,15,100282,14.96
male,2010,15-24 years,Mexico,1074,11192708,9.6
male,2010,15-24 years,Netherlands,97,1034368,9.38
male,2010,15-24 years,New Zealand,77,326870,23.56
male,2010,15-24 years,Nicaragua,83,614837,13.5
male,2010,15-24 years,Norway,59,325364,18.13
male,2010,15-24 years,Oman,4,372402,1.07
male,2010,15-24 years,Panama,22,320806,6.86
male,2010,15-24 years,Paraguay,54,655068,8.24
male,2010,15-24 years,Philippines,503,9293357,5.41
male,2010,15-24 years,Poland,547,2706883,20.21
male,2010,15-24 years,Portugal,27,587910,4.59
male,2010,15-24 years,Puerto Rico,18,291351,6.18
male,2010,15-24 years,Qatar,8,189517,4.22
male,2010,15-24 years,Republic of Korea,493,3509674,14.05
male,2010,15-24 years,Romania,177,1495092,11.84
male,2010,15-24 years,Russian Federation,3934,10546669,37.3
male,2010,15-24 years,Serbia,29,456237,6.36
male,2010,15-24 years,Seychelles,0,8078,0
male,2010,15-24 years,Singapore,7,257900,2.71
male,2010,15-24 years,Slovakia,42,395147,10.63
male,2010,15-24 years,Slovenia,25,121143,20.64
male,2010,15-24 years,South Africa,56,5175095,1.08
male,2010,15-24 years,Spain,99,2455458,4.03
male,2010,15-24 years,Sweden,87,639346,13.61
male,2010,15-24 years,Switzerland,47,472649,9.94
male,2010,15-24 years,Thailand,387,4905031,7.89
male,2010,15-24 years,Trinidad and Tobago,17,110950,15.32
male,2010,15-24 years,Turkey,238,6411111,3.71
male,2010,15-24 years,Turkmenistan,42,554957,7.57
male,2010,15-24 years,United Arab Emirates,10,730245,1.37
male,2010,15-24 years,United Kingdom,344,4225926,8.14
male,2010,15-24 years,United States,3772,22463069,16.79
male,2010,15-24 years,Uruguay,69,262585,26.28
male,2010,15-24 years,Uzbekistan,246,3208299,7.67
male,2010,25-34 years,Argentina,485,3237957,14.98
male,2010,25-34 years,Aruba,0,5568,0
male,2010,25-34 years,Australia,311,1606526,19.36
male,2010,25-34 years,Belgium,184,696461,26.42
male,2010,25-34 years,Brazil,1832,17023785,10.76
male,2010,25-34 years,Bulgaria,57,566462,10.06
male,2010,25-34 years,Canada,409,2366854,17.28
male,2010,25-34 years,Chile,307,1289792,23.8
male,2010,25-34 years,Colombia,436,3779392,11.54
male,2010,25-34 years,Cuba,102,710089,14.36
male,2010,25-34 years,Denmark,43,329780,13.04
male,2010,25-34 years,Finland,119,351262,33.88
male,2010,25-34 years,France,805,3829316,21.02
male,2010,25-34 years,Germany,735,4940288,14.88
male,2010,25-34 years,Greece,53,845373,6.27
male,2010,25-34 years,Guatemala,76,1073765,7.08
male,2010,25-34 years,Hungary,190,780872,24.33
male,2010,25-34 years,Iceland,8,23610,33.88
male,2010,25-34 years,Ireland,75,391033,19.18
male,2010,25-34 years,Israel,77,561408,13.72
male,2010,25-34 years,Italy,341,3839282,8.88
male,2010,25-34 years,Japan,2543,7822984,32.51
male,2010,25-34 years,Kuwait,13,619392,2.1
male,2010,25-34 years,Maldives,0,44119,0
male,2010,25-34 years,Malta,3,31445,9.54
male,2010,25-34 years,Mauritius,18,102081,17.63
male,2010,25-34 years,Mexico,936,9704369,9.65
male,2010,25-34 years,Netherlands,115,1005583,11.44
male,2010,25-34 years,New Zealand,65,272460,23.86
male,2010,25-34 years,Nicaragua,82,477796,17.16
male,2010,25-34 years,Norway,62,320142,19.37
male,2010,25-34 years,Oman,2,490613,0.41
male,2010,25-34 years,Panama,41,291915,14.05
male,2010,25-34 years,Paraguay,36,502955,7.16
male,2010,25-34 years,Philippines,400,7256791,5.51
male,2010,25-34 years,Poland,806,3151996,25.57
male,2010,25-34 years,Portugal,58,726634,7.98
male,2010,25-34 years,Puerto Rico,39,262714,14.85
male,2010,25-34 years,Qatar,20,466496,4.29
male,2010,25-34 years,Republic of Korea,1301,3936496,33.05
male,2010,25-34 years,Romania,263,1734890,15.16
male,2010,25-34 years,Russian Federation,6508,11398127,57.1
male,2010,25-34 years,Serbia,77,520649,14.79
male,2010,25-34 years,Seychelles,2,8490,23.56
male,2010,25-34 years,Singapore,20,274300,7.29
male,2010,25-34 years,Slovakia,76,472324,16.09
male,2010,25-34 years,Slovenia,32,161002,19.88
male,2010,25-34 years,South Africa,106,4588964,2.31
male,2010,25-34 years,Spain,272,3734261,7.28
male,2010,25-34 years,Sweden,106,593020,17.87
male,2010,25-34 years,Switzerland,74,519177,14.25
male,2010,25-34 years,Thailand,688,5293421,13
male,2010,25-34 years,Trinidad and Tobago,38,116664,32.57
male,2010,25-34 years,Turkey,248,6363299,3.9
male,2010,25-34 years,Turkmenistan,40,419805,9.53
male,2010,25-34 years,United Arab Emirates,39,2271630,1.72
male,2010,25-34 years,United Kingdom,513,4128369,12.43
male,2010,25-34 years,United States,4645,20409866,22.76
male,2010,25-34 years,Uruguay,77,236974,32.49
male,2010,25-34 years,Uzbekistan,235,2375259,9.89
male,2010,35-54 years,Argentina,573,4648068,12.33
male,2010,35-54 years,Aruba,4,15543,25.74
male,2010,35-54 years,Australia,816,3076853,26.52
male,2010,35-54 years,Belgium,622,1576828,39.45
male,2010,35-54 years,Brazil,2586,24501254,10.55
male,2010,35-54 years,Bulgaria,202,1058086,19.09
male,2010,35-54 years,Canada,1292,5088099,25.39
male,2010,35-54 years,Chile,607,2329802,26.05
male,2010,35-54 years,Colombia,463,5646115,8.2
male,2010,35-54 years,Cuba,476,1899890,25.05
male,2010,35-54 years,Denmark,142,791338,17.94
male,2010,35-54 years,Finland,241,719196,33.51
male,2010,35-54 years,France,3118,8518205,36.6
male,2010,35-54 years,Germany,2605,12731842,20.46
male,2010,35-54 years,Greece,128,1685691,7.59
male,2010,35-54 years,Guatemala,69,1056351,6.53
male,2010,35-54 years,Hungary,760,1360114,55.88
male,2010,35-54 years,Iceland,11,43584,25.24
male,2010,35-54 years,Ireland,166,644763,25.75
male,2010,35-54 years,Israel,119,854628,13.92
male,2010,35-54 years,Italy,1098,9238959,11.88
male,2010,35-54 years,Japan,7351,17131261,42.91
male,2010,35-54 years,Kuwait,9,762814,1.18
male,2010,35-54 years,Maldives,0,41732,0
male,2010,35-54 years,Malta,17,56430,30.13
male,2010,35-54 years,Mauritius,28,181881,15.39
male,2010,35-54 years,Mexico,1191,13117850,9.08
male,2010,35-54 years,Netherlands,496,2479310,20.01
male,2010,35-54 years,New Zealand,155,591000,26.23
male,2010,35-54 years,Nicaragua,73,524715,13.91
male,2010,35-54 years,Norway,132,709067,18.62
male,2010,35-54 years,Oman,6,460847,1.3
male,2010,35-54 years,Panama,43,441040,9.75
male,2010,35-54 years,Paraguay,42,612290,6.86
male,2010,35-54 years,Philippines,469,10200672,4.6
male,2010,35-54 years,Poland,2277,5226127,43.57
male,2010,35-54 years,Portugal,258,1505279,17.14
male,2010,35-54 years,Puerto Rico,100,454479,22
male,2010,35-54 years,Qatar,18,523563,3.44
male,2010,35-54 years,Republic of Korea,4050,8681362,46.65
male,2010,35-54 years,Romania,995,3038553,32.75
male,2010,35-54 years,Russian Federation,10304,19786280,52.08
male,2010,35-54 years,Serbia,252,982567,25.65
male,2010,35-54 years,Seychelles,4,14068,28.43
male,2010,35-54 years,Singapore,94,625200,15.04
male,2010,35-54 years,Slovakia,239,779236,30.67
male,2010,35-54 years,Slovenia,121,315209,38.39
male,2010,35-54 years,South Africa,85,5336625,1.59
male,2010,35-54 years,Spain,971,7176013,13.53
male,2010,35-54 years,Sweden,280,1273933,21.98
male,2010,35-54 years,Switzerland,267,1213413,22
male,2010,35-54 years,Thailand,1166,9786527,11.91
male,2010,35-54 years,Trinidad and Tobago,48,181184,26.49
male,2010,35-54 years,Turkey,397,9318882,4.26
male,2010,35-54 years,Turkmenistan,35,559144,6.26
male,2010,35-54 years,United Arab Emirates,34,2405804,1.41
male,2010,35-54 years,United Kingdom,1444,8592781,16.8
male,2010,35-54 years,United States,11767,42798501,27.49
male,2010,35-54 years,Uruguay,101,406214,24.86
male,2010,35-54 years,Uzbekistan,371,3142694,11.81
male,2010,05-14 years,Argentina,33,3570316,0.92
male,2010,05-14 years,Aruba,0,7414,0
male,2010,05-14 years,Australia,7,1420846,0.49
male,2010,05-14 years,Belgium,7,614697,1.14
male,2010,05-14 years,Brazil,56,17242386,0.32
male,2010,05-14 years,Bulgaria,1,338094,0.3
male,2010,05-14 years,Canada,19,1922599,0.99
male,2010,05-14 years,Chile,18,1311312,1.37
male,2010,05-14 years,Colombia,41,4178908,0.98
male,2010,05-14 years,Cuba,4,702357,0.57
male,2010,05-14 years,Denmark,0,344105,0
male,2010,05-14 years,Finland,1,300513,0.33
male,2010,05-14 years,France,23,3947453,0.58
male,2010,05-14 years,Germany,22,3883512,0.57
male,2010,05-14 years,Greece,0,542343,0
