sex,year,age,country,SUM_suicides_no,SUM_population,SUM_suicides_per100k_pop
female,2005,35-54 years,Iceland,6,40540,14.8
female,2005,35-54 years,Ireland,27,550357,4.91
female,2005,35-54 years,Israel,42,798431,5.26
female,2005,35-54 years,Italy,265,8562377,3.09
female,2005,35-54 years,Japan,2114,16388567,12.9
female,2005,35-54 years,Kuwait,1,220232,0.45
female,2005,35-54 years,Maldives,0,28181,0
female,2005,35-54 years,Malta,2,55449,3.61
female,2005,35-54 years,Mauritius,7,177511,3.94
female,2005,35-54 years,Mexico,177,11550016,1.53
female,2005,35-54 years,Montenegro,9,86115,10.45
female,2005,35-54 years,Netherlands,228,2446316,9.32
female,2005,35-54 years,New Zealand,49,608650,8.05
female,2005,35-54 years,Norway,62,641651,9.66
female,2005,35-54 years,Panama,4,381819,1.05
female,2005,35-54 years,Paraguay,14,555555,2.52
female,2005,35-54 years,Poland,388,5514733,7.04
female,2005,35-54 years,Puerto Rico,16,517943,3.09
female,2005,35-54 years,Qatar,0,71166,0
female,2005,35-54 years,Republic of Korea,1179,7663628,15.38
female,2005,35-54 years,Romania,146,3045324,4.79
female,2005,35-54 years,Russian Federation,2311,22722081,10.17
female,2005,35-54 years,San Marino,0,4856,0
female,2005,35-54 years,Serbia,114,1078540,10.57
female,2005,35-54 years,Seychelles,0,12160,0
female,2005,35-54 years,Singapore,50,604300,8.27
female,2005,35-54 years,Slovakia,46,777822,5.91
female,2005,35-54 years,Slovenia,37,302228,12.24
female,2005,35-54 years,South Africa,24,5380632,0.45
female,2005,35-54 years,Spain,228,6266642,3.64
female,2005,35-54 years,Sweden,135,1198561,11.26
female,2005,35-54 years,Switzerland,123,1139207,10.8
female,2005,35-54 years,Thailand,383,10311164,3.71
female,2005,35-54 years,Trinidad and Tobago,6,175792,3.41
female,2005,35-54 years,Turkmenistan,17,542813,3.13
female,2005,35-54 years,United Arab Emirates,3,286724,1.05
female,2005,35-54 years,United Kingdom,405,8555323,4.73
female,2005,35-54 years,United States,3209,43509335,7.38
female,2005,35-54 years,Uruguay,37,410654,9.01
female,2005,35-54 years,Uzbekistan,79,2836489,2.79
female,2005,05-14 years,Argentina,21,3413809,0.62
female,2005,05-14 years,Aruba,0,7604,0
female,2005,05-14 years,Belgium,0,595487,0
female,2005,05-14 years,Brazil,54,17107519,0.32
female,2005,05-14 years,Bulgaria,3,352518,0.85
female,2005,05-14 years,Canada,25,1947297,1.28
female,2005,05-14 years,Chile,14,1333737,1.05
female,2005,05-14 years,Colombia,28,4122007,0.68
female,2005,05-14 years,Cuba,3,738427,0.41
female,2005,05-14 years,Denmark,0,336548,0
female,2005,05-14 years,Fiji,0,78078,0
female,2005,05-14 years,Finland,2,307005,0.65
female,2005,05-14 years,France,8,3610005,0.22
female,2005,05-14 years,Germany,8,3979775,0.2
female,2005,05-14 years,Greece,0,522714,0
female,2005,05-14 years,Guatemala,5,1743164,0.29
female,2005,05-14 years,Hungary,0,531081,0
female,2005,05-14 years,Iceland,0,21721,0
female,2005,05-14 years,Ireland,1,270266,0.37
female,2005,05-14 years,Israel,1,611245,0.16
female,2005,05-14 years,Italy,2,2656241,0.08
female,2005,05-14 years,Japan,16,5794794,0.28
female,2005,05-14 years,Kuwait,0,181830,0
female,2005,05-14 years,Maldives,0,34367,0
female,2005,05-14 years,Malta,0,24481,0
female,2005,05-14 years,Mauritius,0,98568,0
female,2005,05-14 years,Mexico,57,11456090,0.5
female,2005,05-14 years,Montenegro,0,41763,0
female,2005,05-14 years,Netherlands,2,975331,0.21
female,2005,05-14 years,New Zealand,2,294940,0.68
female,2005,05-14 years,Norway,1,301502,0.33
female,2005,05-14 years,Panama,0,324278,0
female,2005,05-14 years,Paraguay,10,675887,1.48
female,2005,05-14 years,Poland,7,2194572,0.32
female,2005,05-14 years,Puerto Rico,0,282182,0
female,2005,05-14 years,Qatar,0,56746,0
female,2005,05-14 years,Republic of Korea,20,3223612,0.62
female,2005,05-14 years,Romania,4,1130993,0.35
female,2005,05-14 years,Russian Federation,69,7138064,0.97
female,2005,05-14 years,San Marino,0,1414,0
female,2005,05-14 years,Serbia,0,385483,0
female,2005,05-14 years,Seychelles,1,6977,14.33
female,2005,05-14 years,Singapore,3,244900,1.22
female,2005,05-14 years,Slovakia,1,315712,0.32
female,2005,05-14 years,Slovenia,1,94970,1.05
female,2005,05-14 years,South Africa,4,5068338,0.08
female,2005,05-14 years,Spain,3,1988979,0.15
female,2005,05-14 years,Sweden,4,526739,0.76
female,2005,05-14 years,Switzerland,0,405599,0
female,2005,05-14 years,Thailand,12,4737188,0.25
female,2005,05-14 years,Trinidad and Tobago,1,94688,1.06
female,2005,05-14 years,Turkmenistan,3,518125,0.58
female,2005,05-14 years,United Arab Emirates,0,261386,0
female,2005,05-14 years,United Kingdom,4,3591721,0.11
female,2005,05-14 years,United States,68,19721304,0.34
female,2005,05-14 years,Uruguay,2,262330,0.76
female,2005,05-14 years,Uzbekistan,10,2970748,0.34
female,2005,55-74 years,Argentina,161,2943135,5.47
female,2005,55-74 years,Aruba,1,8137,12.29
female,2005,55-74 years,Belgium,173,1106872,15.63
female,2005,55-74 years,Brazil,259,10396739,2.49
female,2005,55-74 years,Bulgaria,84,978437,8.59
female,2005,55-74 years,Canada,158,2961910,5.33
female,2005,55-74 years,Chile,40,1101868,3.63
female,2005,55-74 years,Colombia,27,2138822,1.26
female,2005,55-74 years,Cuba,117,882355,13.26
female,2005,55-74 years,Denmark,61,588430,10.37
female,2005,55-74 years,Fiji,0,39444,0
female,2005,55-74 years,Finland,74,599482,12.34
female,2005,55-74 years,France,875,6158540,14.21
female,2005,55-74 years,Germany,939,9632657,9.75
female,2005,55-74 years,Greece,17,1294740,1.31
female,2005,55-74 years,Guatemala,1,453146,0.22
female,2005,55-74 years,Hungary,203,1213827,16.72
female,2005,55-74 years,Iceland,3,23186,12.94
female,2005,55-74 years,Ireland,17,329510,5.16
female,2005,55-74 years,Israel,26,486213,5.35
female,2005,55-74 years,Italy,336,6930686,4.85
female,2005,55-74 years,Japan,2786,17011318,16.38
female,2005,55-74 years,Kuwait,0,49714,0
female,2005,55-74 years,Maldives,0,10524,0
female,2005,55-74 years,Malta,1,44074,2.27
female,2005,55-74 years,Mauritius,5,74380,6.72
female,2005,55-74 years,Mexico,54,4739632,1.14
female,2005,55-74 years,Montenegro,16,60185,26.58
female,2005,55-74 years,Netherlands,134,1639946,8.17
female,2005,55-74 years,New Zealand,22,349600,6.29
female,2005,55-74 years,Norway,42,435604,9.64
female,2005,55-74 years,Panama,4,165201,2.42
female,2005,55-74 years,Paraguay,3,236025,1.27
female,2005,55-74 years,Poland,278,3799523,7.32
female,2005,55-74 years,Puerto Rico,13,342743,3.79
female,2005,55-74 years,Qatar,0,10108,0
female,2005,55-74 years,Republic of Korea,986,3815878,25.84
female,2005,55-74 years,Romania,187,2321086,8.06
female,2005,55-74 years,Russian Federation,1884,15297324,12.32
female,2005,55-74 years,San Marino,0,3105,0
female,2005,55-74 years,Serbia,172,907793,18.95
female,2005,55-74 years,Seychelles,0,4065,0
female,2005,55-74 years,Singapore,27,259500,10.4
female,2005,55-74 years,Slovakia,21,514790,4.08
female,2005,55-74 years,Slovenia,44,217991,20.18
female,2005,55-74 years,South Africa,13,2277534,0.57
female,2005,55-74 years,Spain,277,4405181,6.29
female,2005,55-74 years,Sweden,121,991544,12.2
female,2005,55-74 years,Switzerland,119,780995,15.24
female,2005,55-74 years,Thailand,175,4480508,3.91
female,2005,55-74 years,Trinidad and Tobago,2,86311,2.32
female,2005,55-74 years,Turkmenistan,7,175542,3.99
female,2005,55-74 years,United Arab Emirates,0,37641,0
female,2005,55-74 years,United Kingdom,237,6236531,3.8
female,2005,55-74 years,United States,1364,25839240,5.28
female,2005,55-74 years,Uruguay,26,304225,8.55
female,2005,55-74 years,Uzbekistan,21,896756,2.34
female,2005,75+ years,Argentina,59,1101024,5.36
female,2005,75+ years,Aruba,0,1654,0
female,2005,75+ years,Belgium,69,537786,12.83
female,2005,75+ years,Brazil,53,2343149,2.26
female,2005,75+ years,Bulgaria,71,331686,21.41
female,2005,75+ years,Canada,58,1211769,4.79
female,2005,75+ years,Chile,6,339162,1.77
female,2005,75+ years,Colombia,5,491399,1.02
female,2005,75+ years,Cuba,47,291039,16.15
female,2005,75+ years,Denmark,38,236734,16.05
female,2005,75+ years,Fiji,0,4819,0
female,2005,75+ years,Finland,20,257062,7.78
female,2005,75+ years,France,474,3160051,15
female,2005,75+ years,Germany,664,4422784,15.01
female,2005,75+ years,Greece,11,477592,2.3
female,2005,75+ years,Guatemala,0,108647,0
female,2005,75+ years,Hungary,121,460429,26.28
female,2005,75+ years,Iceland,0,9566,0
female,2005,75+ years,Ireland,4,124661,3.21
female,2005,75+ years,Israel,23,188969,12.17
female,2005,75+ years,Italy,190,3344358,5.68
female,2005,75+ years,Japan,1600,7307828,21.89
female,2005,75+ years,Kuwait,0,3575,0
female,2005,75+ years,Maldives,0,1384,0
female,2005,75+ years,Malta,0,13684,0
female,2005,75+ years,Mauritius,1,19557,5.11
female,2005,75+ years,Mexico,11,1378312,0.8
female,2005,75+ years,Montenegro,6,16010,37.48
female,2005,75+ years,Netherlands,48,666329,7.2
female,2005,75+ years,New Zealand,9,137460,6.55
female,2005,75+ years,Norway,15,221019,6.79
female,2005,75+ years,Panama,1,42852,2.33
female,2005,75+ years,Paraguay,0,60692,0
female,2005,75+ years,Poland,75,1406954,5.33
female,2005,75+ years,Puerto Rico,3,120440,2.49
female,2005,75+ years,Qatar,0,1349,0
female,2005,75+ years,Republic of Korea,700,942895,74.24
female,2005,75+ years,Romania,71,740695,9.59
female,2005,75+ years,Russian Federation,1304,5535287,23.56
female,2005,75+ years,San Marino,0,1423,0
female,2005,75+ years,Serbia,103,286007,36.01
female,2005,75+ years,Seychelles,0,1759,0
female,2005,75+ years,Singapore,11,64200,17.13
female,2005,75+ years,Slovakia,11,176887,6.22
female,2005,75+ years,Slovenia,18,88774,20.28
female,2005,75+ years,South Africa,6,436545,1.37
female,2005,75+ years,Spain,166,2131394,7.79
female,2005,75+ years,Sweden,48,486935,9.86
female,2005,75+ years,Switzerland,95,361212,26.3
female,2005,75+ years,Thailand,33,996752,3.31
female,2005,75+ years,Trinidad and Tobago,2,21969,9.1
female,2005,75+ years,Turkmenistan,1,48752,2.05
female,2005,75+ years,United Arab Emirates,0,5259,0
female,2005,75+ years,United Kingdom,97,2844822,3.41
female,2005,75+ years,United States,450,11267059,3.99
female,2005,75+ years,Uruguay,18,131946,13.64
female,2005,75+ years,Uzbekistan,7,255163,2.74
female,2006,15-24 years,Argentina,175,3271703,5.35
female,2006,15-24 years,Aruba,0,6736,0
female,2006,15-24 years,Australia,68,1388615,4.9
female,2006,15-24 years,Belgium,27,629311,4.29
female,2006,15-24 years,Brazil,387,17631557,2.19
female,2006,15-24 years,Bulgaria,11,504961,2.18
female,2006,15-24 years,Canada,86,2179623,3.95
female,2006,15-24 years,Chile,74,1361962,5.43
female,2006,15-24 years,Colombia,197,4126897,4.77
female,2006,15-24 years,Cuba,17,781124,2.18
female,2006,15-24 years,Denmark,9,298500,3.02
female,2006,15-24 years,Fiji,5,75457,6.63
female,2006,15-24 years,Finland,19,320699,5.92
female,2006,15-24 years,France,124,3915675,3.17
female,2006,15-24 years,Germany,112,4727172,2.37
female,2006,15-24 years,Greece,4,628484,0.64
female,2006,15-24 years,Guatemala,30,1388465,2.16
female,2006,15-24 years,Hungary,15,634608,2.36
female,2006,15-24 years,Iceland,0,21657,0
female,2006,15-24 years,Ireland,16,311725,5.13
female,2006,15-24 years,Israel,18,558626,3.22
female,2006,15-24 years,Italy,41,2959122,1.39
female,2006,15-24 years,Japan,635,6548000,9.7
female,2006,15-24 years,Kuwait,2,182410,1.1
female,2006,15-24 years,Malta,0,28188,0
female,2006,15-24 years,Mauritius,9,94140,9.56
female,2006,15-24 years,Mexico,287,10309008,2.78
female,2006,15-24 years,Montenegro,0,47824,0
female,2006,15-24 years,Netherlands,34,963837,3.53
female,2006,15-24 years,New Zealand,24,299490,8.01
female,2006,15-24 years,Norway,18,283975,6.34
female,2006,15-24 years,Panama,7,298651,2.34
female,2006,15-24 years,Paraguay,28,604935,4.63
female,2006,15-24 years,Philippines,146,8479381,1.72
female,2006,15-24 years,Poland,78,3003407,2.6
female,2006,15-24 years,Puerto Rico,4,292349,1.37
female,2006,15-24 years,Qatar,2,54988,3.64
female,2006,15-24 years,Republic of Korea,285,3240878,8.79
female,2006,15-24 years,Romania,33,1591081,2.07
female,2006,15-24 years,Russian Federation,869,11819245,7.35
female,2006,15-24 years,Serbia,14,470829,2.97
female,2006,15-24 years,Seychelles,0,7400,0
female,2006,15-24 years,Singapore,3,231800,1.29
female,2006,15-24 years,Slovakia,0,415422,0
female,2006,15-24 years,Slovenia,7,125724,5.57
female,2006,15-24 years,South Africa,29,5047676,0.57
female,2006,15-24 years,Spain,39,2504340,1.56
female,2006,15-24 years,Sri Lanka,333,1699144,19.6
female,2006,15-24 years,Sweden,51,557351,9.15
female,2006,15-24 years,Switzerland,23,436450,5.27
female,2006,15-24 years,Thailand,91,5071455,1.79
female,2006,15-24 years,Trinidad and Tobago,7,127191,5.5
female,2006,15-24 years,Turkmenistan,62,514281,12.06
female,2006,15-24 years,United Arab Emirates,1,317537,0.31
female,2006,15-24 years,United Kingdom,74,3911869,1.89
female,2006,15-24 years,United States,661,20590472,3.21
female,2006,15-24 years,Uruguay,6,245043,2.45
female,2006,25-34 years,Argentina,105,3070419,3.42
female,2006,25-34 years,Aruba,0,6928,0
female,2006,25-34 years,Australia,74,1444570,5.12
female,2006,25-34 years,Belgium,50,680859,7.34
female,2006,25-34 years,Brazil,333,15862415,2.1
female,2006,25-34 years,Bulgaria,17,558543,3.04
female,2006,25-34 years,Canada,118,2177957,5.42
female,2006,25-34 years,Chile,49,1223765,4
female,2006,25-34 years,Colombia,96,3566953,2.69
female,2006,25-34 years,Cuba,27,816467,3.31
female,2006,25-34 years,Denmark,15,353444,4.24
female,2006,25-34 years,Fiji,0,62701,0
female,2006,25-34 years,Finland,33,313759,10.52
female,2006,25-34 years,France,255,3997748,6.38
female,2006,25-34 years,Germany,154,4819150,3.2
female,2006,25-34 years,Greece,12,821976,1.46
female,2006,25-34 years,Guatemala,17,997533,1.7
female,2006,25-34 years,Hungary,52,788769,6.59
female,2006,25-34 years,Iceland,1,21650,4.62
female,2006,25-34 years,Ireland,12,355700,3.37
female,2006,25-34 years,Israel,10,529943,1.89
female,2006,25-34 years,Italy,86,4103825,2.1
female,2006,25-34 years,Japan,1133,8473000,13.37
female,2006,25-34 years,Kuwait,5,215556,2.32
female,2006,25-34 years,Malta,0,27929,0
female,2006,25-34 years,Mauritius,5,101903,4.91
female,2006,25-34 years,Mexico,137,9546600,1.44
female,2006,25-34 years,Montenegro,0,45421,0
female,2006,25-34 years,Netherlands,51,1042374,4.89
female,2006,25-34 years,New Zealand,28,283300,9.88
female,2006,25-34 years,Norway,21,307388,6.83
female,2006,25-34 years,Panama,3,275020,1.09
female,2006,25-34 years,Paraguay,10,423389,2.36
female,2006,25-34 years,Philippines,91,6566402,1.39
female,2006,25-34 years,Poland,82,2917366,2.81
female,2006,25-34 years,Puerto Rico,2,272125,0.73
female,2006,25-34 years,Qatar,2,68246,2.93
female,2006,25-34 years,Republic of Korea,490,4032326,12.15
female,2006,25-34 years,Romania,36,1693804,2.13
female,2006,25-34 years,Russian Federation,974,10784340,9.03
female,2006,25-34 years,Serbia,25,503695,4.96
female,2006,25-34 years,Seychelles,0,7902,0
female,2006,25-34 years,Singapore,24,292800,8.2
female,2006,25-34 years,Slovakia,0,445779,0
female,2006,25-34 years,Slovenia,8,146103,5.48
female,2006,25-34 years,South Africa,24,4128825,0.58
female,2006,25-34 years,Spain,87,3653351,2.38
female,2006,25-34 years,Sri Lanka,194,1594072,12.17
female,2006,25-34 years,Sweden,41,565463,7.25
female,2006,25-34 years,Switzerland,34,496129,6.85
female,2006,25-34 years,Thailand,139,5487543,2.53
female,2006,25-34 years,Trinidad and Tobago,5,103304,4.84
female,2006,25-34 years,Turkmenistan,16,385454,4.15
female,2006,25-34 years,United Arab Emirates,5,383191,1.3
female,2006,25-34 years,United Kingdom,138,3955936,3.49
female,2006,25-34 years,United States,932,19851326,4.69
female,2006,25-34 years,Uruguay,14,241639,5.79
female,2006,35-54 years,Argentina,160,4549471,3.52
female,2006,35-54 years,Aruba,2,18297,10.93
female,2006,35-54 years,Australia,195,2934459,6.65
female,2006,35-54 years,Belgium,229,1532206,14.95
female,2006,35-54 years,Brazil,708,24105759,2.94
female,2006,35-54 years,Bulgaria,53,1077713,4.92
female,2006,35-54 years,Canada,362,5021174,7.21
female,2006,35-54 years,Chile,127,2239649,5.67
female,2006,35-54 years,Colombia,90,5642326,1.6
female,2006,35-54 years,Cuba,98,1794025,5.46
female,2006,35-54 years,Denmark,57,763418,7.47
female,2006,35-54 years,Fiji,1,100106,1
female,2006,35-54 years,Finland,104,736648,14.12
female,2006,35-54 years,France,1130,8713240,12.97
female,2006,35-54 years,Germany,832,12694086,6.55
female,2006,35-54 years,Greece,25,1601492,1.56
female,2006,35-54 years,Guatemala,14,1108838,1.26
female,2006,35-54 years,Hungary,227,1421095,15.97
female,2006,35-54 years,Iceland,6,40957,14.65
female,2006,35-54 years,Ireland,30,567465,5.29
female,2006,35-54 years,Israel,31,808874,3.83
female,2006,35-54 years,Italy,298,8755013,3.4
female,2006,35-54 years,Japan,2193,16320000,13.44
female,2006,35-54 years,Kuwait,3,235105,1.28
female,2006,35-54 years,Malta,3,55069,5.45
female,2006,35-54 years,Mauritius,8,178302,4.49
female,2006,35-54 years,Mexico,161,11985917,1.34
female,2006,35-54 years,Montenegro,0,86005,0
female,2006,35-54 years,Netherlands,207,2458615,8.42
female,2006,35-54 years,New Zealand,52,619730,8.39
female,2006,35-54 years,Norway,61,648666,9.4
female,2006,35-54 years,Panama,1,394079,0.25
female,2006,35-54 years,Paraguay,18,565035,3.19
female,2006,35-54 years,Philippines,88,8949537,0.98
female,2006,35-54 years,Poland,302,5452440,5.54
female,2006,35-54 years,Puerto Rico,12,515654,2.33
female,2006,35-54 years,Qatar,1,77166,1.3
female,2006,35-54 years,Republic of Korea,1036,7878811,13.15
female,2006,35-54 years,Romania,160,3052218,5.24
female,2006,35-54 years,Russian Federation,2189,22545749,9.71
female,2006,35-54 years,Serbia,103,1064812,9.67
female,2006,35-54 years,Seychelles,0,12435,0
female,2006,35-54 years,Singapore,55,616100,8.93
female,2006,35-54 years,Slovakia,0,774418,0
female,2006,35-54 years,Slovenia,33,301024,10.96
female,2006,35-54 years,South Africa,23,5474446,0.42
female,2006,35-54 years,Spain,245,6427029,3.81
female,2006,35-54 years,Sri Lanka,198,2603293,7.61
female,2006,35-54 years,Sweden,143,1202882,11.89
female,2006,35-54 years,Switzerland,129,1149200,11.23
female,2006,35-54 years,Thailand,339,10529498,3.22
female,2006,35-54 years,Trinidad and Tobago,8,177413,4.51
female,2006,35-54 years,Turkmenistan,23,553688,4.15
female,2006,35-54 years,United Arab Emirates,6,320618,1.87
female,2006,35-54 years,United Kingdom,397,8633179,4.6
female,2006,35-54 years,United States,3376,43805214,7.71
female,2006,35-54 years,Uruguay,56,413094,13.56
female,2006,05-14 years,Argentina,26,3412126,0.76
female,2006,05-14 years,Aruba,0,7507,0
female,2006,05-14 years,Australia,1,1332380,0.08
female,2006,05-14 years,Belgium,3,592596,0.51
female,2006,05-14 years,Brazil,61,17077355,0.36
female,2006,05-14 years,Bulgaria,0,340240,0
female,2006,05-14 years,Canada,18,1920311,0.94
female,2006,05-14 years,Chile,6,1319746,0.45
female,2006,05-14 years,Colombia,40,4092360,0.98
female,2006,05-14 years,Cuba,1,722349,0.14
female,2006,05-14 years,Denmark,1,336170,0.3
female,2006,05-14 years,Fiji,2,78008,2.56
female,2006,05-14 years,Finland,1,302489,0.33
female,2006,05-14 years,France,8,3665776,0.22
female,2006,05-14 years,Germany,9,3899892,0.23
female,2006,05-14 years,Greece,1,517798,0.19
female,2006,05-14 years,Guatemala,5,1770281,0.28
female,2006,05-14 years,Hungary,1,517602,0.19
female,2006,05-14 years,Iceland,0,21538,0
female,2006,05-14 years,Ireland,2,273709,0.73
female,2006,05-14 years,Israel,1,623474,0.16
female,2006,05-14 years,Italy,0,2692378,0
female,2006,05-14 years,Japan,20,5767000,0.35
female,2006,05-14 years,Kuwait,0,187102,0
female,2006,05-14 years,Malta,0,23826,0
female,2006,05-14 years,Mauritius,1,97629,1.02
female,2006,05-14 years,Mexico,61,11508120,0.53
female,2006,05-14 years,Montenegro,0,41138,0
female,2006,05-14 years,Netherlands,3,974095,0.31
female,2006,05-14 years,New Zealand,4,293570,1.36
female,2006,05-14 years,Norway,0,300630,0
female,2006,05-14 years,Panama,1,328131,0.3
female,2006,05-14 years,Paraguay,5,678059,0.74
female,2006,05-14 years,Philippines,28,10121349,0.28
female,2006,05-14 years,Poland,13,2109057,0.62
female,2006,05-14 years,Puerto Rico,0,277415,0
female,2006,05-14 years,Qatar,0,57408,0
female,2006,05-14 years,Republic of Korea,20,3194081,0.63
female,2006,05-14 years,Romania,1,1110276,0.09
female,2006,05-14 years,Russian Federation,75,6808787,1.1
female,2006,05-14 years,Serbia,0,379250,0
female,2006,05-14 years,Seychelles,0,6921,0
female,2006,05-14 years,Singapore,1,243400,0.41
female,2006,05-14 years,Slovakia,0,303109,0
female,2006,05-14 years,Slovenia,0,92937,0
female,2006,05-14 years,South Africa,7,5070210,0.14
female,2006,05-14 years,Spain,3,2011294,0.15
female,2006,05-14 years,Sri Lanka,11,1606015,0.68
female,2006,05-14 years,Sweden,2,511860,0.39
female,2006,05-14 years,Switzerland,3,399721,0.75
female,2006,05-14 years,Thailand,13,4652889,0.28
female,2006,05-14 years,Trinidad and Tobago,0,91756,0
female,2006,05-14 years,Turkmenistan,4,502831,0.8
female,2006,05-14 years,United Arab Emirates,0,271444,0
female,2006,05-14 years,United Kingdom,3,3532047,0.08
female,2006,05-14 years,United States,66,19697164,0.34
female,2006,05-14 years,Uruguay,0,260187,0
female,2006,55-74 years,Argentina,115,2983954,3.85
female,2006,55-74 years,Aruba,0,8553,0
female,2006,55-74 years,Australia,115,1798232,6.4
female,2006,55-74 years,Belgium,167,1113517,15
female,2006,55-74 years,Brazil,265,10786642,2.46
female,2006,55-74 years,Bulgaria,73,981962,7.43
female,2006,55-74 years,Canada,187,3071300,6.09
female,2006,55-74 years,Chile,33,1136080,2.9
female,2006,55-74 years,Colombia,33,2234226,1.48
female,2006,55-74 years,Cuba,91,903899,10.07
female,2006,55-74 years,Denmark,71,597984,11.87
female,2006,55-74 years,Fiji,1,40531,2.47
female,2006,55-74 years,Finland,78,611527,12.75
female,2006,55-74 years,France,862,6363131,13.55
female,2006,55-74 years,Germany,826,9713785,8.5
female,2006,55-74 years,Greece,17,1298840,1.31
female,2006,55-74 years,Guatemala,3,466943,0.64
female,2006,55-74 years,Hungary,187,1224334,15.27
female,2006,55-74 years,Iceland,3,23797,12.61
female,2006,55-74 years,Ireland,18,336664,5.35
female,2006,55-74 years,Israel,15,503743,2.98
female,2006,55-74 years,Italy,274,6982799,3.92
female,2006,55-74 years,Japan,2866,17213000,16.65
female,2006,55-74 years,Kuwait,1,50864,1.97
female,2006,55-74 years,Malta,2,45421,4.4
female,2006,55-74 years,Mauritius,3,78655,3.81
female,2006,55-74 years,Mexico,52,4886682,1.06
female,2006,55-74 years,Montenegro,0,61112,0
female,2006,55-74 years,Netherlands,141,1670944,8.44
female,2006,55-74 years,New Zealand,23,360390,6.38
female,2006,55-74 years,Norway,35,443984,7.88
female,2006,55-74 years,Panama,1,171367,0.58
female,2006,55-74 years,Paraguay,8,245285,3.26
female,2006,55-74 years,Philippines,39,3408683,1.14
female,2006,55-74 years,Poland,277,3883201,7.13
female,2006,55-74 years,Puerto Rico,3,346943,0.86
female,2006,55-74 years,Qatar,0,10910,0
female,2006,55-74 years,Republic of Korea,895,3899641,22.95
female,2006,55-74 years,Romania,188,2337396,8.04
female,2006,55-74 years,Russian Federation,1719,15405634,11.16
female,2006,55-74 years,Serbia,158,908095,17.4
female,2006,55-74 years,Seychelles,0,4210,0
female,2006,55-74 years,Singapore,39,273400,14.26
female,2006,55-74 years,Slovakia,0,527216,0
female,2006,55-74 years,Slovenia,45,220693,20.39
female,2006,55-74 years,South Africa,9,2340680,0.38
female,2006,55-74 years,Spain,217,4450959,4.88
female,2006,55-74 years,Sri Lanka,111,1344897,8.25
female,2006,55-74 years,Sweden,94,1005125,9.35
female,2006,55-74 years,Switzerland,149,791524,18.82
female,2006,55-74 years,Thailand,147,4640141,3.17
female,2006,55-74 years,Trinidad and Tobago,6,88991,6.74
female,2006,55-74 years,Turkmenistan,7,180084,3.89
female,2006,55-74 years,United Arab Emirates,2,40353,4.96
female,2006,55-74 years,United Kingdom,238,6287636,3.79
female,2006,55-74 years,United States,1536,26609380,5.77
female,2006,55-74 years,Uruguay,47,303521,15.48
female,2006,75+ years,Argentina,31,1132977,2.74
female,2006,75+ years,Aruba,0,1772,0
female,2006,75+ years,Australia,41,743060,5.52
female,2006,75+ years,Belgium,64,550950,11.62
female,2006,75+ years,Brazil,47,2466737,1.91
female,2006,75+ years,Bulgaria,71,338232,20.99
female,2006,75+ years,Canada,46,1241475,3.71
female,2006,75+ years,Chile,8,352617,2.27
female,2006,75+ years,Colombia,4,512391,0.78
female,2006,75+ years,Cuba,39,301101,12.95
female,2006,75+ years,Denmark,25,236472,10.57
female,2006,75+ years,Fiji,0,5052,0
female,2006,75+ years,Finland,24,262936,9.13
female,2006,75+ years,France,451,3282478,13.74
female,2006,75+ years,Germany,611,4471494,13.66
female,2006,75+ years,Greece,9,503415,1.79
female,2006,75+ years,Guatemala,2,114662,1.74
female,2006,75+ years,Hungary,118,469796,25.12
female,2006,75+ years,Iceland,0,9927,0
female,2006,75+ years,Ireland,2,125700,1.59
female,2006,75+ years,Israel,13,193121,6.73
female,2006,75+ years,Italy,160,3483117,4.59
female,2006,75+ years,Japan,1639,7608000,21.54
female,2006,75+ years,Kuwait,0,3887,0
female,2006,75+ years,Malta,0,14319,0
female,2006,75+ years,Mauritius,3,19672,15.25
female,2006,75+ years,Mexico,11,1441037,0.76
female,2006,75+ years,Montenegro,0,16606,0
female,2006,75+ years,Netherlands,43,676057,6.36
female,2006,75+ years,New Zealand,8,139990,5.71
female,2006,75+ years,Norway,6,220894,2.72
female,2006,75+ years,Panama,0,44900,0
female,2006,75+ years,Paraguay,0,62780,0
female,2006,75+ years,Philippines,10,581896,1.72
female,2006,75+ years,Poland,106,1463753,7.24
female,2006,75+ years,Puerto Rico,1,122755,0.81
female,2006,75+ years,Qatar,0,1413,0
female,2006,75+ years,Republic of Korea,700,995303,70.33
female,2006,75+ years,Romania,63,764708,8.24
female,2006,75+ years,Russian Federation,1401,5646287,24.81
female,2006,75+ years,Serbia,122,296792,41.11
female,2006,75+ years,Seychelles,0,1820,0
female,2006,75+ years,Singapore,19,67600,28.11
female,2006,75+ years,Slovakia,0,180915,0
female,2006,75+ years,Slovenia,21,92452,22.71
female,2006,75+ years,South Africa,5,455513,1.1
female,2006,75+ years,Spain,144,2199499,6.55
female,2006,75+ years,Sri Lanka,51,276505,18.44
female,2006,75+ years,Sweden,49,487029,10.06
female,2006,75+ years,Switzerland,108,367433,29.39
female,2006,75+ years,Thailand,27,1054449,2.56
female,2006,75+ years,Trinidad and Tobago,0,22513,0
female,2006,75+ years,Turkmenistan,2,49893,4.01
female,2006,75+ years,United Arab Emirates,0,5553,0
female,2006,75+ years,United Kingdom,86,2866699,3
female,2006,75+ years,United States,421,11356899,3.71
